paper_id;label;title;author;journal;volume;number;pages;year;doi;abstract;search_duplicated;n_duplicates;screened_abstracts_SD;notes_SD;screened_abstracts_JMGS;notes_JMGS;resolution_discussion;screened_final;notes_final
GNM_041;X.WOS.000792112800007;Detectability and predator strategy affect egg depredation rates: Implications for mitigating nest depredation in farmlands;Bravo, Carolina and Sarasa, Mathieu and Bretagnolle, Vincent and Pays, Olivier;SCIENCE OF THE TOTAL ENVIRONMENT;829;NA;NA;2022;10.1016/j.scitotenv.2022.154558;Predation is a major evolutionary force in animal ecology. Mechanisms by which prey coloration provides camouflage has been widely studied. However, predator response to prey camouflage and concealment has received less attention. Understanding vegetation structure effect on depredation success could help managers design strategies to mitigate the depredation of managed species (e.g., threatened or hunted). We aimed to investigate the relationship between depredation rate, nest camouflage and concealment in ground-nesting birds of farmlands, and their predators. We set up an experiment of 2576 artificial ground nests to assess the role of egg coloration (white, light green, and dark green), egg size (small, medium, and large), and vegetation structure (vegetation height and land use) in nest survival rates. We also explored the role of predator searching strategies by analysing clumped depredation and multiple depredation events. Of the nests, 34.0\% were depredated, with corvids as the predators 78.5\% of the time. Corvid depredation decreased by 40-60\% in grasslands and spring crops above a vegetation height of 30 cm. In contrast, vegetation height and land use may be of far less importance in avoiding depredation by other predators. The probability of depredation was spatially clumped, suggesting that predators increase search effort in areas where a nest was previously encountered. Neighboring depredation and depredation repetition were more frequent in corvids than in other predators. Our study indicates that nests in vegetation higher than 30 cm had a drastic reduction in depredation rates by corvids. Management of vegetation structure is a key tool to mitigate depredation risk, and improving the availability of alternative food resources may be a complementary tool.;41;2;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_045;Giannini.Kurina2022;Mapping atrazine persistence in soils of central Argentina using INLA;Giannini-Kurina, F. and Borello, J. and CaÃ±as, I. and Hang, S. and Balzarini, M.;Soil and Tillage Research;219;NA;NA;2022;10.1016/j.still.2022.105320;The length of time an herbicide remains in soils can be used as an indicator for diffuse pollution assessment. Atrazine, a residual herbicide with a wide range of reported environmental impacts, has been extensively applied in agricultural soils cultivated with gramineous crops. While atrazine persistence in soils has been widely studied by quantifying half-life from experimental dissipation curves, the spatial variability of half-life at the landscape scale has not been sufficiently explored. The objectives of this work were to estimate atrazine dissipation in a variety of soils and to map its spatial variability by modelling half-life as a function of environmental variables. Based on laboratory determination and environmental data, atrazine dissipation in soils was mapped across the territory of CÃ³rdoba province, central Argentina. First, we determined the dissipation parameters of atrazine under a variety of environmental conditions in 60 sites. Second, we fitted a Bayesian hierarchical model for the estimated atrazine half-lives, considering a soil site-specific property (soil organic carbon, SOC) and land use (gramineous crop, non-gramineous crop, pasture, and forest) as covariates. We used Integrated Nested Laplace Approximation and stochastic partial differential equations to model the spatial dependence on random effects. The results suggest that atrazine half-life can be spatially predicted by SOC and land use. Atrazine dissipation was faster in sites with previous gramineous crops and high soil organic matter. The digital map allowed us to quantify the environmental variability of atrazine dissipation in CÃ³rdoba (3.2â€“99.5 days). The modelling strategy might be applied to other herbicide compounds by selecting proper environmental covariates. Â© 2022 Elsevier B.V.;45;2;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_059;Ye201911904;Nest site availability and niche differentiation between two cavity-nesting birds in time and space;Ye, P. and Yang, C. and Liang, W.;Ecology and Evolution;9;20;11904-11910;2019;10.1002/ece3.5698;Niche differentiation is a key concept in the field of ecology and refers to the process by which competing species within an ecological community partition utilization of environmental resources to achieve coexistence. The existence of niche differentiation is uniquely difficult to prove on account of the fact that historical interaction among species, which plays a key role in elucidating the current state of coexistence among species, is not well known. We created continuous niche gradients in nest-site resources between two sympatric secondary cavity-nesting birds, the green-backed tit (Parus monticolus) and the russet sparrow (Passer cinnamomeus), and investigated whether nesting site is a factor contributing to limiting breeding overlap by regular inspection and 388,160Â min of film recording. Our results indicate that although we manipulated nest site availability to be uniformly high along the habitat gradient, the two bird species have little overlap in nest sites and rarely compete for them. Furthermore, the green-backed tit possessed a wide range of fundamental niche that covered that of the russet sparrow, while their reproductive time was largely segregated. The sparrow was more aggressive and outcompeted the tit in their overlapped range. These results suggest that even though nesting sites are crucial to the reproduction of cavity-nesting birds, some other factor plays a more important role in limiting niche overlap between sparrows and tits in space and time. Given that these two cavity-nesting birds continued to use different habitats and breed in segregated time after our manipulation, their relationship is better explained by the ghost of competition past theory. Â© 2019 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd.;59;2;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_062;Rivers2019;No evidence of a demographic response to experimental herbicide treatments by the White-crowned Sparrow, an early successional forest songbird;Rivers, J.W. and Verschuyl, J. and Schwarz, C.J. and Kroll, A.J. and Betts, M.G.;Condor;121;2;NA;2019;10.1093/condor/duz004;"Early-successional forest birds, which depend on disturbance events within forested landscapes, have received increased conservation concern because of long-Term population declines. Herbicides are often used to control vegetation within early-successional forests, with unknown effects on avian vital rates. We used a large-scale experiment to test how nest and post-fledging survival were influenced by herbicide intensity within managed conifer plantations across 2 breeding seasons. We created a gradient of 4 stand-scale herbicide treatments (light, moderate, and intensive, and no-spray control) and evaluated the reproductive response of the White-crowned Sparrow (Zonotrichia leucophrys), a declining songbird in managed forest landscapes of the Pacific Northwest. Against initial predictions, we found no evidence that either daily nest survival (n > 760 nests across all treatments) or post-fledging survival (n = 70 individuals reared in control and moderate treatments) were influenced by herbicide application intensity. Increased herbicide intensity resulted in an extensive reduction in vegetation cover at both stand and nest-patch scales; in contrast, vegetative cover at nest sites did not differ across herbicide treatments, nor was nest survival related to vegetation concealment measures. As the largest experimental investigation to assess forest herbicide effects on songbird demography, our study indicates that components of sparrow reproductive success were not influenced by experimental vegetation control measures, although additional work on other early-successional species will be useful to evaluate the generalities of our findings. Â© American Ornithological Society 2019. All rights reserved.";62;2;excluded;No green nest material;excluded;"No green nest material
";;excluded;No green nest material
GNM_067;X.WOS.000417629600010;Effects of rotational grazing management on nesting greater sage-grouse;Smith, Joseph T. and Tack, Jason D. and Berkeley, Lorelle I. and Szczypinski, Mark and Naugle, David E.;JOURNAL OF WILDLIFE MANAGEMENT;82;1, SI;103-112;2018;10.1002/jwmg.21344;Grazing by domestic livestock is a ubiquitous land use in the sagebrush (Artemisia spp.) biome of western North America. Widespread, long-term population declines in greater sage-grouse (Centrocercus urophasianus) have elicited concern about potential negative effects of livestock management practices on sage-grouse populations. We evaluated how recently implemented rotational grazing systems affected sage-grouse nesting habitat quality as part of a large-scale, replicated, natural experiment in central Montana, USA. We used Bayesian methods to assess support for effects of rotational grazing management and rest from grazing on daily survival rates of nearly 500 sage-grouse nests monitored over 6 years, and mixed effects models to test for effects of rotational grazing and rest on vegetation structure. Though nests on rotationally grazed ranches displayed a trend toward greater daily survival rates, the evidence for an effect was weak. There was no evidence that rest from grazing (12 months) increased daily survival rates. Furthermore, rotational grazing systems and rest had negligible effects on herbaceous vegetation height and cover relative to other grazing strategies used in the study area. Results do not support the hypothesis that rotational grazing systems or rest from grazing increase nest success in the northern Great Plains. Estimated nest success, however, was comparable to range-wide averages, suggesting concealing cover for nests is unlikely to be limiting growth of this population regardless of grazing strategy. In light of these results and recent research questioning reported relationships between grass height and nest survival, maximization of hiding cover may be overemphasized in grazing management guidelines and policies. Rather, our findings suggest a variety of locally appropriate grazing strategies focused on fundamental range health principles may provide adequate habitat quality for nesting sage-grouse. (c) 2017 The Wildlife Society. We tested whether rotational grazing systems designed to improve sage-grouse habitat quality affected vegetation structure and sage-grouse nest survival as part of a large-scale, replicated experiment in central Montana, USA. Vegetation structure was similar among treatments, and evidence for effects of grazing strategy or rest from grazing on nest survival, which was comparable to range-wide averages, was weak.;67;2;excluded;Not experimental;excluded;Not experimental;;excluded;Not experimental
GNM_078;X.WOS.000383462300017;Simulation of oil bioremediation in a tidally influenced beach: Spatiotemporal evolution of nutrient and dissolved oxygen;Geng, Xiaolong and Pan, Zhong and Boufadel, Michel C. and Ozgokmen, Tamay and Lee, Kenneth and Zhao, Lin;JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS;121;4;2385-2404;2016;10.1002/2015JC011221;Numerical experiments of oil bioremediation of tidally influenced beach were simulated using the model BIOMARUN. Nutrient and dissolved oxygen were assumed present in a solution applied on the exposed beach face, and the concentration of these amendments was tracked throughout the beach for up to 6 months. It was found that, in comparison to natural attenuation, bioremediation increased the removal efficiency by 76\% and 65\% for alkanes and aromatics, respectively. Increasing the nutrient concentration in the applied solution did not always enhance biodegradation as oxygen became limiting even when the beach was originally oxygen-rich. Therefore, replenishment of oxygen to oil-contaminated zone was also essential. Stimulation of oil biodegradation was more evident in the upper and midintertidal zone of the beach, and less in the lower intertidal zone. This was due to reduced nutrient and oxygen replenishment, as very little of the amendment solution reached that zone. It was found that under continual application, most of the oil biodegraded within 2 months, while it persisted for 6 months under natural conditions. While the difference in duration suggests minimal long-term effects, there are situations where the beach would need to be cleaned for major ecological functions, such as temporary nesting or feeding for migratory birds. Biochemical retention time map (BRTM) showed that the duration of solution application was dependent upon the stimulated oil biodegradation rate. By contrast, the application rate of the amendment solution was dependent upon the subsurface extent of the oil-contaminated zone. Delivery of nutrient and oxygen into coastal beach involved complex interaction among amendment solution, groundwater, and seawater. Therefore, approaches that ignore the hydrodynamics due to tide are unlikely to provide the optimal solutions for shoreline bioremediation.;78;2;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_080;X.WOS.000367613800014;Successive sheep grazing reduces population density of Brandt's voles in steppe grassland by altering food resources: a large manipulative experiment;Li, Guoliang and Yin, Baofa and Wan, Xinrong and Wei, Wanhong and Wang, Guiming and Krebs, Charles J. and Zhang, Zhibin;OECOLOGIA;180;1;149-159;2016;10.1007/s00442-015-3455-7;"Livestock grazing has shaped grassland ecosystems around the world. Previous studies indicated grazing showed various impacts on small rodents; however, most studies were conducted over 1-2 years without controlling for confounding factors such as immigration/emigration and predation in rodents. Brandt's voles (Lasiopodomys brandtii) are generally recognized as pests because of food overlap with domestic herbivores, but are also important for biodiversity conservation because they provide nests or food to many birds. Fully understanding the ecological relationship between domestic herbivores and small mammals is essential to making ecosystem management decisions. To address these needs, we carried out a field experiment during the period 2010-2013 to assess the effects of sheep grazing on vegetation and the population density of Brandt's voles along a gradient of three grazing intensities by using 12 large-scale enclosures. Responses of Brandt's voles to livestock grazing varied with grazing intensity and year. As compared to the control group, sheep grazing had no effect on vole abundance in the first year but an overall negative effect on vole abundance in the following 3 years. Successive grazing caused decreases in survival and male body mass of voles, but had no significant effect on fecundity. Negative effects of grazing were associated with a grazing-induced deterioration in both food quantity (reflected by biomass and cover of less-preferred plants), and food quality (measured by tannin and total phenol content). Our findings highlight the urgent need for more flexible management of yearly rotational grazing to optimize livestock production while maintaining species diversity and ecosystem health.";80;1;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_081;DjomoNana2015758;Relationship between Survival Rate of Avian Artificial Nests and Forest Vegetation Structure along a Tropical Altitudinal Gradient on Mount Cameroon;Djomo Nana, E. and SedlÃ¡Ä�ek, O. and DoleÅ¾al, J. and DanÄ�Ã¡k, M. and Altman, J. and Svoboda, M. and MajeskÃ½, L. and HoÅ™Ã¡k, D.;Biotropica;47;6;758-764;2015;10.1111/btp.12262;Nest predation is assumed to be an important factor driving avian life histories. Altitudinal gradients offer valuable study systems to investigate how avian nest predation risk varies between bird populations. In this study, a hypothesis postulating an increase in avian nest survival rate with elevation as a result of decreasing predation pressure was experimentally tested along an altitudinal gradient (300-2250 m) in West-Central Africa. Three types of artificial nests (cup-shrub, cup-ground and bare-ground) were used along the altitudinal gradient. Overall, elevation had no effect on the daily survival rate (DSR) of the artificial nests. However, there was a significant elevation-nest type interaction. Daily survival rate for cup-shrub nests decreased significantly with elevation, but for cup-ground and bare-ground nests, elevation had no significant effect. We tested the effects of the same vegetation parameters (tree density, herb and shrub layer coverage, and canopy openness) on the DSR of different nest types to understand how different vegetation layers or combinations of them affect DSR. Daily survival rate for bare-ground nests significantly decreased with increasing canopy openness, and was positively influenced by coverage of herb layer and tree density. For cup-shrub nests, DSR increased significantly with increasing shrub layer coverage. Finally, for cup-ground nests, we found a positive effect of shrub coverage and canopy openness on DSR. In summary, we found that different forest vegetation layers affect predation risk of different nest types along elevations on Mt. Cameroon. Â© 2015 Association for Tropical Biology and Conservation Inc.;81;2;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_086;X.WOS.000346644300009;Glomeromycota associated with Mexican native maize landraces in Los Tuxtlas, Mexico;Sangabriel-Conde, Wendy and Maldonado-Mendoza, Ignacio E. and Elena Mancera-Lopez, Maria and Damian Cordero-Ramirez, Jesus and Trejo-Aguilar, Dora and Negrete-Yankelevich, Simoneta;APPLIED SOIL ECOLOGY;87;NA;63-71;2015;10.1016/j.apsoil.2014.10.017;Many native maize landraces are still cultivated by different ethnic groups in Mexico as part of traditional polyculture systems (milpas). However, these systems and landraces are being steadily replaced by fertilized monocultures of genetically improved varieties or maize hybrids. Little is known about how such changes may affect the belowground community of maize symbionts. A greenhouse experiment was conducted to assess the composition of the indigenous arbuscular mycorrhizal fungi (AMF) communities colonizing four Popoluca maize landraces and the hybrid Texcoco, and to determine how these communities are influenced by the level of phosphorus fertilization. Fragments of AMF ribosomal DNA (rDNA) were amplified using nested PCR, producing 327 Glomeromycota sequences. Phylogenetic analysis assigned the Glomeromycota sequences into 84 operational taxonomic units (OTUs). This number of OTUs more than doubles the figure previously reported for maize exposed to AMF native inoculum. Exclusive or very heterogeneous maize type-AMF associations were rare. Most AMF species colonized 2-4 maize types. This suggests that the high diversity of AMF in milpas is related to the presence of several native maize landraces and that replacement of these landraces with a single hybrid may diminish AMF community richness. All landraces associated with more OTUs under moderate P, compared to low P fertilization, suggesting that low inorganic phosphate (Pi) in milpas is limiting symbiotic interactions. However, only 0-20\% of OTUs were conserved between different P conditions for each landrace. The Black landrace, which presented the highest AMF colonization and Pi uptake, was associated with the highest number of AMF OTUs, supporting previous suggestions regarding this functional relationship with AMF richness. (C) 2014 Elsevier B.V. All rights reserved.;86;2;excluded;Not birds;excluded;Not birds;;excluded;Not birds
GNM_090;Soler2014697;Hoopoes color their eggs with antimicrobial uropygial secretions;Soler, J.J. and MartÃ­n-Vivaldi, M. and Peralta-SÃ¡nchez, J.M. and Arco, L. and JuÃ¡rez-GarcÃ­a-Pelayo, N.;Naturwissenschaften;101;9;697-705;2014;10.1007/s00114-014-1201-3;Uropygial gland secretions are used as cosmetics by some species of birds to color and enhance properties of feathers and teguments, which may signal individual quality. Uropygial secretions also reach eggshells during incubation and, therefore, may influence the coloration of birds' eggs, a trait that has attracted the attention of evolutionary biologists for more than one century. The color of hoopoe eggs typically changes along incubation, from bluish-gray to greenish-brown. Here, we test experimentally the hypothesis that dark uropygial secretion of females is responsible for such drastic color change. Moreover, since uropygial secretion of hoopoes has antimicrobial properties, we also explore the association between color and antimicrobial activity of the uropygial secretion of females. We found that eggs stayed bluish-gray in nests where female access to the uropygial secretion was experimentally blocked. Furthermore, experimental eggs that were maintained in incubators and manually smeared with uropygial secretion experienced similar color changes that naturally incubated eggs did, while control eggs that were not in contact with the secretions did not experience such color changes. All these results strongly support the hypothesis that female hoopoes use their uropygial gland secretion to color the eggs. Moreover, saturation of the uropygial secretion was associated with antimicrobial activity against Bacillus licheniformis. Given the known antimicrobial potential of uropygial secretions of birds, this finding opens the possibility that in scenarios of sexual selection, hoopoes in particular and birds in general signal antimicrobial properties of their uropygial secretion by mean of changes in egg coloration along incubation. Â© 2014 Springer-Verlag Berlin Heidelberg.;90;2;excluded;No green nest material;excluded;No green nest material;;excluded;No green nest material
GNM_092;Holt2014116;Exclusion of deer affects responses of birds to woodland regeneration in winter and summer;Holt, C.A. and Fuller, R.J. and Dolman, P.M.;Ibis;156;1;116-131;2014;10.1111/ibi.12096;Using an exclosure experiment in managed woodland in eastern England, we examined species and guild responses to vegetation growth and its modification by deer herbivory, contrasting winter and the breeding season over 4 years. Species and guild responses, in terms of seasonal presence recorded by multiple point counts, were examined using generalized linear mixed models. Several guilds or migrant species responded positively to deer exclusion and none responded negatively. The shrub-layer foraging guild was recorded less frequently in older and browsed vegetation, in both winter and spring. Exclusion of deer also increased the occurrence of ground-foraging species in both seasons, although these species showed no strong response to vegetation age. The canopy-foraging guild was unaffected by deer exclusion or vegetation age in either season. There was seasonal variation in the responses of some individual resident species, including a significantly lower occurrence of Eurasian Wren Troglodytes troglodytes and European Robin Erithacus rubecula in browsed vegetation in winter, but no effect of browsing on those species in spring. Ordinations of bird assemblage compositions also revealed seasonal differences in response to gradients of vegetation structure generated by canopy-closure and exclusion of deer. Positive impacts of deer exclusion in winter are probably linked to reduced thermal cover and predator protection afforded by browsed vegetation, whereas species that responded positively in spring were also dependent on a dense understorey for nesting. The effects on birds of vegetation development and its modification by herbivores extend beyond breeding assemblages, with different mechanisms implicated and different species affected in winter. Â© 2013 British Ornithologists' Union.;92;2;excluded;No green nest material;excluded;"Not birds
";Not birds, on deers;excluded;Not birds
