Paper_ID,label,title,author,journal,volume,number,pages,year,doi,abstract,search_duplicated,n_duplicates,screened,notes
GNM_051,Ortiz.Santaliestra202012402,Egg Overspray with Herbicides and Fungicides Reduces Survival of Red-Legged Partridge Chicks,"Ortiz-Santaliestra, M.E. and Alcaide, V. and Camarero, P.R. and Mateo, R. and Mougeot, F.",Environmental Science and Technology,54,19,12402-12411,2020,10.1021/acs.est.0c04203,"Within the environmental risk assessment conducted for pesticide registration in the European Union (EU), avian reproductive toxicity is characterized after exposing adults. However, eggs of ground-nesting species can be exposed when pesticide applications occur during laying or incubation. We simulated environmentally realistic exposure of red-legged partridge (Alectoris rufa) eggs to an herbicide (2,4-D) and a fungicide (tebuconazole) applied to winter cereal crops during the breeding season of most farmland birds. We analyzed the effects on hatching success, offspring survival, and physiology. Exposure by overspray led to greater pesticide accumulation in the eggshell or content than exposure through contact with treated soil (3.1-13.7 times higher, depending on the pesticide and target sample). Egg overspray with tebuconazole significantly increased chick mortality, which was 26% higher than that of controls. 2,4-D caused a similar but a close to significant increase (chick mortality 24% higher than controls). Exposure to either pesticide through contact with treated soils did not affect chick survival but altered some biochemical parameters posthatching. Our experiment shows that egg spraying with pesticides should be considered as a relevant exposure scenario in risk assessment procedures, given its potential to affect the reproductive success of ground-nesting farmland birds. Copyright Â© 2020 American Chemical Society.",51,2,excluded,no green nest material
GNM_053,Goodchild20201262,Effects of sublethal application of Deepwater Horizon oil to bird eggs on embryonic heart and metabolic rate,"Goodchild, C.G. and Grisham, K. and Belden, J.B. and DuRant, S.E.",Conservation Biology,34,5,1262-1270,2020,10.1111/cobi.13539,"Following large crude oil spills, oil from feathers of brooding birds and oiled nesting material can transfer to eggs, resulting in reduced embryonic viability for heavily oiled eggs. Eggs may also be subjected to trace or light oiling, but functional teratogenic effects from sublethal crude oil exposure have not been examined. We assessed whether sublethal application of weathered Deepwater Horizon crude oil to the eggshell surface alters heart rate and metabolic rate in Zebra Finch (Taeniopygia guttata) embryos. We first determined sublethal applications with a dosing experiment. Embryo viability for eggs exposed to 5 Î¼L or more of crude oil decreased significantly. We conducted a second experiment to measure heart rate and metabolic rate (CO2 production) 5 and 9 d after 1 sublethal application of crude oil to eggshells on day 3 of incubation. One application of 1.0 or 2.5 ÂµL of crude oil reduced embryonic heart rate and metabolic rate on day 12 of incubation. Using unfertilized eggs, we measured the transfer of polycyclic aromatic hydrocarbons (PAHs) from the eggshell surface to egg contents 9 d after a single application of sublethal crude oil. Our results suggest avian eggs externally exposed to small amounts of crude oil may exhibit protracted embryonic development and impaired postnatal cardiac performance. Â© 2020 Society for Conservation Biology",53,2,excluded,no green nest material
GNM_054,X.WOS.000534541100004,Differently sized cuckoos pose different threats to hosts,"Yu, Jiangping and Mingju, E. and Sun, Wei and Liang, Wei and Wang, Haitao and Moller, Anders Pape",CURRENT ZOOLOGY,66,3,247-253,2020,10.1093/cz/zoz049,"Hole-nesting tits Parus spp. have been classified as ``unsuitable{'' hosts for cuckoo parasitism because cuckoos cannot enter a cavity if the entrance is too small. However, Chinese tits could reject alien eggs and egg ejection rate increased with the local diversity of parasitic cuckoo species. Antiparasitic behavior among Chinese tits may have evolved due to greater size variation among sympatric cuckoo species. This raises the question of whether differently sized parasitic cuckoos pose different threats to Chinese tits. A green-backed tit Parus monticolus population that is sympatric with Asian emerald cuckoo Chrysococcyx maculatus (eme-cuckoo, small-sized parasite) and common cuckoo Cuculus canorus (com-cuckoo, large-sized parasite), and a cinereous tit P. cinereus population that is only sympatric with com-cuckoo were chosen as study organisms. We observed behavioral response and recorded alarm calls of the 2 tit species to eme-cuckoo, com-cuckoo, chipmunk Tamias sibiricus (a nest predator) and dove Streptopelia orientalis (a harmless control), and subsequently played back alarm calls to conspecific incubating females. In dummy experiments, both tit species performed intense response behavior to chipmunk, but rarely responded strongly to the 3 avian species. In playback experiments, both tit species responded strongly to conspecific chipmunk alarm calls, but rarely responded to dove alarm calls. The intensity of response of incubating female green-backed tits to eme-cuckoo and com-cuckoo alarm calls were similar to that of chipmunk alarm calls, while the intensity to eme-cuckoo alarm calls was higher than the intensity to dove alarm calls which was similar to that of com-cuckoo alarm calls. In contrast, few female cinereous tits responded to eme-cuckoo and com-cuckoo alarm calls. These findings indicated that the threat level of eme-cuckoo was slightly greater than that of com-cuckoo for sympatric green-backed tits, but not for allopatric cinereous tits.",54,1,excluded,no green nest material
GNM_061,Linden20192069,"Ecosystem services and disservices by birds, bats and monkeys change with macadamia landscape heterogeneity","Linden, V.M.G. and Grass, I. and Joubert, E. and Tscharntke, T. and Weier, S.M. and Taylor, P.J.",Journal of Applied Ecology,56,8,2069-2078,2019,10.1111/1365-2664.13424,"The relative importance of ecosystem services and disservices can change with landscape structure in a poorly understood way. We compare the impact of biocontrol, provided by bats and birds, with that of crop raiding by vervet monkeys on yield in South African macadamia orchards. Insectivorous bats and birds are known to feed on macadamia pest insect species, like the macadamia nut borer or the green vegetable bug. Vervet monkeys move into the orchards during the day to feed on premature macadamia nuts. Bats, birds and monkeys benefit from patches of natural vegetation adjacent to orchards. With exclusion experiments (four treatments: day, night, day and night, control) we quantified the relative importance of biocontrol and crop raiding on yield, comparing two different landscape settings of the orchards, a natural and a human-modified. Crop raiding occurred only close to natural vegetation and caused yield losses of about 26%. Biocontrol by bats and birds was higher near natural vegetation, but still significant in human-modified landscapes, at up to 530Â m distance to forest patches. Prevented biocontrol through the exclusion of bats and birds resulted in yield losses of up to 60%. Effects of biocontrol by bats and birds (USD ~5,000Â ha/year) were economically more important than the losses of crop raiding (USD ~1,600Â ha/year). As both are linked to the vicinity of forest patches, the removal of natural vegetation to limit monkey abundances would also limit biocontrol service provision. Synthesis and applications. This study highlights the high economic benefits of biocontrol by bats and birds, which outweighed negative impacts through yield losses caused by crop raiding monkeys. Management practices to prevent crop damage, such as guarding, excluding vertebrates or removal of adjacent natural vegetation, would also limit access for bats and birds and the great economic benefits provided by their biocontrol. Ecosystem services by bats and birds can be promoted by the exposure of artificial roost and nest sites, but research into species-specific preferences is needed. The education of farmers is crucial, as many are unaware of the benefits from birds and bats and the fact that these benefits can outweigh the disadvantages of the monkeysâ€™ crop raiding. Â© 2019 The Authors. Journal of Applied Ecology Â© 2019 British Ecological Society",61,2,excluded,Not empirical
GNM_063,Yang2019,Egg retrieval versus egg rejection in cuckoo hosts,"Yang, C. and Liang, W. and MÃ¸ller, A.P.",Philosophical Transactions of the Royal Society B: Biological Sciences,374,1769,NA,2019,10.1098/rstb.2018.0200,"Before complex nests evolved, birds laid eggs on the ground, and egg retrieval evolved as an adaptation against accidental displacement of eggs outside the nest. Therefore, egg retrieval is an ancient, and likely ancestral, widespread behaviour in birds. However, it has received little attention in studies of avian brood parasitism, perhaps because most parasitism occurs in species with complex nests, a context in which egg retrieval seems irrelevant. However, for cavity-nesting hosts of avian brood parasites, egg retrieval may still play an important role in the coevolutionary interactions between obligate brood parasites and hosts, because egg retrieval can be considered to be antagonistic to egg rejection behaviour in hosts, yet both may involve cognition to recognize eggs. We hypothesized that (1) cavity-nesting hosts should retrieve misplaced eggs from outside the nest cup, (2) brood parasitism has modulated egg retrieval behaviour in cavity-nesting hosts and (3) hosts use the same visual cues for decision-making during egg recognition in both egg retrieval and egg rejection actions. To test these hypotheses, we performed a series of experiments in a cavity-nesting host, the green-backed tit (Parus monticolus). Foreign eggs with different levels of mimicry were placed within or outside nest cups of hosts to test their responses. We found that host decisions about whether to retrieve or reject an egg both depended on the degree of mimicry. However, hosts sometimes first retrieved poorly mimetic foreign eggs and then rejected them. Alternatively, hosts sometimes failed to retrieve highly mimetic conspecific eggs. We suggest that egg retrieval in hosts is likely to be a result of the interaction between ancient retrieval behaviour and subsequent adaptation against brood parasitism. This article is part of the theme issue â€˜The coevolutionary biology of brood parasitism: from mechanism to patternâ€™. Â© 2019 The Author(s) Published by the Royal Society. All rights reserved.",63,2,excluded,No green nest material
GNM_064,X.WOS.000442501700017,Effects of livestock grazing on nesting sage-grouse in central Montana,"Smith, Joseph T. and Tack, Jason D. and Berkeley, Lorelle I. and Szczypinski, Mark and Naugle, David E.",JOURNAL OF WILDLIFE MANAGEMENT,82,7,1503-1515,2018,10.1002/jwmg.21500,"Grazing by domestic livestock is ubiquitous in the sagebrush (Artemisia spp.) biome of western North America. Widespread, long-term population declines in greater sage-grouse (Centrocercus urophasianus) have elicited concern about negative effects of livestock grazing on sage-grouse populations. Hypothesized relationships, mostly untested, between livestock and sage-grouse nesting ecology have played a prominent role in shaping public land livestock grazing policy and broader discussions about management of grazing in sagebrush ecosystems. We tested predictions arising from several commonly hypothesized mechanisms by which livestock may affect nesting habitat quality for sage-grouse in a grazed landscape in central Montana, USA. We employed Bayesian variable selection methods to identify factors related to both nest site selection and nest success, focusing on indices of livestock use at local and pasture scales and including other factors known to influence nesting ecology such as anthropogenic features and weather. In spite of some evidence nest survival was positively associated with senesced vegetation height, evidence for effects of livestock presence and indices of local livestock use on nest site selection and survival was equivocal at best. In contrast, we found strong evidence that females selected nest sites based on relatively static features such as sagebrush cover and distance from gravel and paved roads, whereas nest failure was driven primarily by extended periods of heavy precipitation. Management of sage-grouse nesting habitat in this region should focus on conserving areas of adequate shrub cover and preventing further fragmentation by roads. (c) 2018 The Wildlife Society. We tested several hypotheses relating livestock grazing and herbaceous vegetation height and cover to sage-grouse nest site selection and survival as part of a grazing experiment in central Montana, USA. Evidence for effects of grazing and herbaceous vegetation on nest site selection and survival was weak, whereas evidence for effects of shrub structure, roads, and weather was unequivocal.",64,1,excluded,no green nest material
GNM_065,X.WOS.000437685600003,An experimental test of the effect of food and antioxidants on blue-green eggshell coloration in mountain bluebirds Sialia currucoides,"Randall, Jeannine A. and Dawson, Russell D.",JOURNAL OF AVIAN BIOLOGY,49,6,NA,2018,10.1111/jav.01724,"Evolutionary biologists have long debated the functional relevance of the ornamental traits that occur in many animal taxa, and yet, female ornaments have received relatively little attention compared to those produced by males. A greater understanding of these traits, particularly those that are unique to females, may shed light on the potential for sexual selection to shape female phenotypes. Recently, blue-green eggshell colour, derived from the antioxidant pigment biliverdin, has been proposed as a candidate trait that advertises female quality to males in species of birds with biparental care. However, studies have been equivocal in their support for blue-green eggshell colour being an informative signal, and correlations between eggshell colour and other female characteristics have been inconsistent. We conducted a supplementation experiment to test if improving the access of female birds to food resources and micronutrients, thereby improving their condition prior to egg laying, would intensify the blue-green colouration of the eggs they laid. We provided mountain bluebirds Sialia currucoides with food and carotenoids during nest building and egg laying in two breeding seasons, and assessed both within- and among-clutch variation in colour. Supplementation did not affect patterns of within-clutch variation, but did result in differences in colour among clutches. Specifically, we found that food, but not carotenoids, resulted in higher colour saturation, and decreased the brightness of blue-green eggshells. Although this trend was observed in both years, the effect was statistically significant only in one year. Our results suggest that food supplementation influences eggshell colour, but that conditions, such as weather and natural food availability, which can vary annually, may also determine how female birds allocate pigment to eggshells.",65,2,excluded,no green nest material
GNM_066,Saavedra2018945,Are wild insectivorous birds attracted to methyl-jasmonate-treated Pyrenean oak trees?,"Saavedra, I. and Amo, L.",Behaviour,155,13-15,945-967,2018,10.1163/1568539X-00003516,"Plants emit herbivore-induced plant volatiles (HIPVs) when they are attacked by herbivorous arthropods to attract natural enemies of the herbivores. Previous studies have suggested that insectivorous birds can detect the HIPVs for prey location. The production of HIPVs is partly mediated by the jasmonic acid signalling pathway. Methyl jasmonate is one compound involved in the jasmonic acid signalling pathway. Therefore, spraying of methyl jasmonate (MeJa) solution on plants can induce the emission of volatiles similar to the HIPVs induced by herbivory. We performed two field experiments to test whether insectivorous adult birds are attracted to Pyrenean oak trees (Quercus pyrenaica) treated with MeJa solutions. We used artificial larvae to measure bird predation rate. There were no differences in the predation rates of plasticine larvae between control and MeJa treatments, suggesting that insectivorous birds were not attracted to trees treated with MeJa. We also tested whether blue tit nestlings without previous experience in foraging respond to the scent of Pyrenean oak tree leaves treated with MeJa, to test whether the attraction to MeJa-treated trees is innate. A similar number of nestlings performed begging responses when exposed to the scent of leaves of MeJa-treated trees compared to the scent of leaves of control untreated trees. Furthermore, the duration of the first begging was similar in response to the volatiles emitted by MeJa-treated trees and untreated trees. Despite previous evidence suggesting that insectivorous birds are attracted to HIPVs, our results show that neither insectivorous adult birds nor inexperienced nestlings were attracted to trees treated with MeJa. Further studies are needed to disentangle whether the differences in the emission of volatiles between herbivore-infested trees and MeJa-treated trees can explain this lack of attraction to MeJa-treated Pyrenean oak trees. Â© 2018 Copyright 2018 by Koninklijke Brill NV, Leiden, The Netherlands.",66,2,excluded,Not birds
GNM_071,X.WOS.000391808500008,Northern bobwhite breeding season ecology on a reclaimed surface mine,"Brooke, Jarred M. and Tanner, Evan P. and Peters, David C. and Tanner, Ashley M. and Harper, Craig A. and Keyser, Patrick D. and Clark, Joseph D. and Morgan, John J.",JOURNAL OF WILDLIFE MANAGEMENT,81,1,73-85,2017,10.1002/jwmg.21182,"Surface coal mining and subsequent reclamation of surface mines have converted large forest areas into early successional vegetative communities in the eastern United States. This reclamation can provide a novel opportunity to conserve northern bobwhite (Colinus virginianus). We evaluated the influence of habitat management activities on nest survival, nest-site selection, and brood resource selection on managed and unmanaged units of a reclaimed surface mine, Peabody Wildlife Management Area (Peabody), in west-central Kentucky, USA, from 2010 to 2013. We compared resource selection, using discrete-choice analysis, and nest survival, using the nest survival model in Program MARK, between managed and unmanaged units of Peabody at 2 spatial scales: the composition and configuration of vegetation types (i.e., macrohabitat) and vegetation characteristics at nest sites and brood locations (i.e., microhabitat). On managed sites, we also investigated resource selection relative to a number of different treatments (e.g., herbicide, disking, prescribed fire). We found no evidence that nest-site selection was influenced by macrohabitat variables, but bobwhite selected nest sites in areas with greater litter depth than was available at random sites. On managed units, bobwhite were more likely to nest where herbicide was applied to reduce sericea lespedeza (Lespedeza cuneata) compared with areas untreated with herbicide. Daily nest survival was not influenced by habitat characteristics or by habitat management but was influenced by nest age and the interaction of nest initiation date and nest age. Daily nest survival was greater for older nests occurring early in the breeding season (0.99, SE<0.01) but was lower for older nests occurring later in the season (0.08, SE=0.13). Brood resource selection was not influenced by macrohabitat or microhabitat variables we measured, but broods on managed units selected areas treated with herbicide to control sericea lespedeza and were located closer to firebreaks and disked native-warm season grass stands than would be expected at random. Our results suggest the vegetation at Peabody was sufficient without manipulation to support nesting and brood-rearing northern bobwhite at a low level, but habitat management practices improved vegetation for nesting and brood-rearing resource selection. Reproductive rates (e.g., nest survival and re-nesting rates) at Peabody were lower than reported in other studies, which may be related to nutritional deficiencies caused by the abundance of sericea lespedeza. On reclaimed mine lands dominated by sericea lespedeza, we suggest continuing practices such as disking and herbicide application that are targeted at reducing sericea lespedeza to improve the vegetation for nesting and brood-rearing bobwhite. (c) 2016 The Wildlife Society.",71,2,excluded,No green nest material
GNM_074,Hargitai20162093,"Biliverdin- and protoporphyrin-based eggshell pigmentation in relation to antioxidant supplementation, female characteristics and egg traits in the canary (Serinus canaria)","Hargitai, R. and Boross, N. and Nyiri, Z. and Eke, Z.",Behavioral Ecology and Sociobiology,70,12,2093-2110,2016,10.1007/s00265-016-2214-z,"Abstract: Avian eggs exhibit a large variability in coloration and patterns, which are produced by blue-green biliverdin and red-brown protoporphyrin pigments. Several hypotheses have been proposed to explain the function of eggshell coloration. In this experimental study, we tested two hypotheses (signalling-function hypothesis and structural-function hypothesis) on both eggshell pigment types in an open-nesting songbird, the canary (Serinus canaria). Also, we aimed to examine whether deposition of pigments into the eggshell has any cost in terms of the plasma oxidative status of the female. We found that eggshell average blue-green chroma was increased by antioxidant supplementation, although we note that there had already been a pre-existing bias in plasma antioxidant capacity between the supplemented and control groups. Eggshell average blue-green chroma was positively related to female body condition during egg laying. However, blue-green eggshell colour was not related to female oxidative status during or after the laying period, and blue-green chroma increased with laying order. Accordingly, we found some support for that eggshell blue-green colour could reflect maternal antioxidant availability and body condition, but did not find evidence that it has a cost for the femaleâ€™s oxidative status. By contrast, eggshell spot brightness was positively related to body condition, suggesting that darker spotting reflected poorer nutritional condition in the canary. Eggshell blue-green pigmentation was not significantly connected to the egg volume or yolk antioxidant level, but we found that eggs with lower yolk antioxidant concentration had higher average eggshell brown chroma. In sum, our results suggest that eggshell colour reflected female antioxidant and nutrient availability. Finally, we found that eggs with thinner eggshells had a more aggregated spot distribution, supporting the view that aggregated spots may help to strengthen eggshells. Significance statement: Avian eggs have a large variability in colours and patterns, which are due to two pigments: the blue-green biliverdin and the red-brown protoporphyrin. In this study, we tested whether eggshell pigmentation, measured by a spectrophotometer, could reflect female and egg quality in the canary, an open nesting songbird. We found that females supplemented with antioxidants before and during egg-laying laid more intense blue-green eggs. Females in better body condition laid eggs that had a more intense blue-green coloration, but lower intensity of brown coloration. Egg yolk antioxidant level was lower in eggs with more intense brown eggshell coloration. These results suggest that eggshell coloration could reflect the antioxidant and nutrient availability of females. Moreover, we found that eggs with thinner eggshells had a more aggregated spot distribution on the eggshell, supporting the view that aggregated brown pigment spots may help to strengthen eggshells. Â© 2016, Springer-Verlag Berlin Heidelberg.",74,2,excluded,no green nest material
