"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","experiment_ID","group_ID","repeated_trait_ID","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","type_measure_dispersion_experiment","n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","type_measure_dispersion_control","n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control"
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","7","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","2","0","1",15,"mean",1.1111111,"SD",4,11.944444,"mean",0.481125199999999,"SD",3,"blood haemoglobin (Day13)","physiology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 4","NA","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","8","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","1","0","1",15,"mean",1.1111111,"SD",4,15,"mean",0.481125199999999,"SD",3,"blood haemoglobin (Day13)","physiology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 4","NA","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","9","Sturnus_vulgaris","grass","blank","3","0","1",11.944444,"mean",0.481125199999999,"SD",3,15,"mean",0.481125199999999,"SD",3,"blood haemoglobin (Day13)","physiology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 4","NA","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","7","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","2","0","1",18.333333,"mean",0.5892557,"SD",2,17.083333,"mean",0.5892557,"SD",2,"blood haemoglobin (Day19)","physiology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 4","NA","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","8","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","1","0","1",18.333333,"mean",0.5892557,"SD",2,17.777778,"mean",0.785674199999999,"SD",2,"blood haemoglobin (Day19)","physiology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 4","NA","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","9","Sturnus_vulgaris","grass","blank","3","0","1",17.083333,"mean",0.5892557,"SD",2,17.777778,"mean",0.785674199999999,"SD",2,"blood haemoglobin (Day19)","physiology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 4","NA","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","10","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","1","0","1",2.473214,"mean",0.8333758,"SD",8,1.294643,"mean",0.658841499999999,"SD",5,"log number of mites (Day 1)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 3","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","11","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","2","0","1",2.473214,"mean",0.8333758,"SD",8,3.973214,"mean",0.637815,"SD",7,"log number of mites (Day 1)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 4","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","12","Sturnus_vulgaris","grass","blank","3","0","1",3.973214,"mean",0.637815,"SD",7,1.294643,"mean",0.658841499999999,"SD",5,"log number of mites (Day 1)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 5","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","10","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","1","0","1",3.196429,"mean",0.227284299999999,"SD",8,2.01785699999999,"mean",0.2395787,"SD",5,"log number of mites (Day 7)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 6","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","11","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","2","0","1",3.196429,"mean",0.227284299999999,"SD",8,4.61607099999999,"mean",0.212604999999999,"SD",7,"log number of mites (Day 7)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 7","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","12","Sturnus_vulgaris","grass","blank","3","0","1",4.61607099999999,"mean",0.212604999999999,"SD",7,2.01785699999999,"mean",0.2395787,"SD",5,"log number of mites (Day 7)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 8","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","10","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","1","0","1",3.571429,"mean",0.227284299999999,"SD",8,1.482143,"mean",0.5390521,"SD",5,"log number of mites (Day 13)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 9","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","11","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","2","0","1",3.571429,"mean",0.227284299999999,"SD",8,5.017857,"mean",0.425209999999999,"SD",7,"log number of mites (Day 13)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 10","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","12","Sturnus_vulgaris","grass","blank","3","0","1",5.017857,"mean",0.425209999999999,"SD",7,1.482143,"mean",0.5390521,"SD",5,"log number of mites (Day 13)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 11","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","10","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","1","0","1",3.973214,"mean",0.303045799999999,"SD",8,1.669643,"mean",0.5390521,"SD",5,"log number of mites (Day 19)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 12","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","11","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","2","0","1",3.973214,"mean",0.303045799999999,"SD",8,5.526786,"mean",0.283473399999999,"SD",7,"log number of mites (Day 19)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","log; Effective treatment sample size shared by 2 Effective control sample size shared by 13","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","12","Sturnus_vulgaris","grass","blank","3","0","1",5.526786,"mean",0.283473399999999,"SD",7,1.669643,"mean",0.5390521,"SD",5,"log number of mites (Day 19)","parasitic_and_pathogenic_load","include","NA",-1,"NA","NA",NA,NA,NA,NA,NA,"Fig 1","arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","1","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","2","1","1",40.9327,"mean",7.50285013921051,"SD",8,39.9008414285713,"mean",7.12578049203779,"SD",7,"chick mass (Day6)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""..... SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","2","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","1","1","1",40.9327,"mean",7.50285013921051,"SD",8,37.9559539999999,"mean",6.83433111881125,"SD",5,"chick mass (Day6)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","3","Sturnus_vulgaris","grass","blank","3","1","1",39.9008414285713,"mean",68.4864742732484,"SD",7,37.9559539999999,"mean",6.83433111881125,"SD",5,"chick mass (Day6)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR",NA,"SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","1","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","2","1","1",68.484425,"mean",11.0444720901977,"SD",8,68.3534114285713,"mean",8.74925937292606,"SD",7,"chick mass (Day12)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","2","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","1","1","1",68.484425,"mean",11.0444720901977,"SD",8,68.9112339999999,"mean",4.85841691142781,"SD",5,"chick mass (Day12)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","3","Sturnus_vulgaris","grass","blank","3","1","1",68.3534114285713,"mean",8.74925937292606,"SD",7,68.9112339999999,"mean",4.85841691142781,"SD",5,"chick mass (Day12)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR",NA,"SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","1","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","grass","2","1","1",74.0417099999999,"mean",6.49514419528053,"SD",8,73.6707457142856,"mean",7.63322831420741,"SD",7,"chick mass (Day18)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","2","Sturnus_vulgaris","Daucus_carota, Erigeron_philadelphicus","blank","1","1","1",74.0417099999999,"mean",6.49514419528053,"SD",8,74.5156879999999,"mean",10.6838550389704,"SD",5,"chick mass (Day18)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_355","included","NA","Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR",1988,"SWRC_Philadelphia","1","3","3","Sturnus_vulgaris","grass","blank","3","1","1",73.6707457142856,"mean",7.63322831420741,"SD",7,74.5156879999999,"mean",10.6838550389704,"SD",5,"chick mass (Day18)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"Fig 2","NA","c","TR",NA,"SD","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments"", SD, I have combined the months since the sample size was 1. I used table from https://training.cochrane.org/handbook/current/chapter-06 to calculate means and SD and sample size. I decided not to combine the days since that would be pseudoreplication since the sample is the same and only repeated measures are taken.","no","yes","no",2,2
"GNM_001_rep","included","NA","mean and dispersion","Garrido‑Bautista J.; Ramos J. A.; Arce S. I.; Melero‑Romero P.; Ferreira R.; Santos‑Baena C.; Guímaro H. R.; Martin‑Villegas C.;  Moreno‑Rueda G.; Norte A. C.",2023,"Mata Nacional do Choupal (40°130N; 8°270W), Coimbra, Portugal","1","1","1","Cyanistes caeruleus","Mentha sp.","Grass","1","1","1",5.82,"mean",0.14,"se",8,5.88,"mean",0.17,"se",8,"Body mass (at 7 days of age) (g)","morphology","include","NA",1,"NA","NA",NA,NA,NA,NA,NA,"table 2","NA","c","JMGS","NA","SD","Weight at day 7 is with 40 chicks and the nests at day 7 are 8. And in all the other traits, the chicks are the same so I think it is fair to assume they are all there","y","y","n",1,1
"GNM_001_rep","included","NA","mean and dispersion","Garrido‑Bautista J.; Ramos J. A.; Arce S. I.; Melero‑Romero P.; Ferreira R.; Santos‑Baena C.; Guímaro H. R.; Martin‑Villegas C.;  Moreno‑Rueda G.; Norte A. C.",2023,"Mata Nacional do Choupal (40°130N; 8°270W), Coimbra, Portugal","1","1","2","Cyanistes caeruleus","Mentha sp.","Grass","1","1","1",83.81,"mean",0.36,"se",8,85.1,"mean",0.46,"se",8,"Saturation (%)","morphology","include","Authors say: ""Mouth colouration is generally considered a predictor of nestling condition (de Ayala et al. 2007; Ewen et al. 2008; Dugas and McGraw 2011) and survival (PM-R et al. unpublished data), given that it reflects the access to higher quality of food resources rich in carotenoids. Carotenoids, among other functions, have been related to the prevention of oxidative stress (Pérez-Rodríguez (2009) but see Costantini and Møller (2008)).""",1,"NA","NA",NA,NA,NA,NA,NA,"table 2","NA","c","JMGS","NA","SD","Weight at day 7 is with 40 chicks and the nests at day 7 are 8. And in all the other traits, the chicks are the same so I think it is fair to assume they are all there","y","y","n",1,1
